Year,City,Sport,Athlete,Country,Medal
1912,STOCKHOLM,Shooting,SAETHER Olaf,NOR,SILVER
1912,STOCKHOLM,Shooting,SAETHER Ole Andreas,NOR,SILVER
1912,STOCKHOLM,Shooting,SKATTEBOE Gudbrand Gudbrandsen,NOR,SILVER
1912,STOCKHOLM,Shooting,BJÖRKMAN Carl,SWE,BRONZE
1912,STOCKHOLM,Shooting,BJÖRKMAN Tönnes,SWE,BRONZE
1912,STOCKHOLM,Shooting,ERIKSSON Mauritz,SWE,BRONZE
1912,STOCKHOLM,Shooting,JERNSTRÖM Verner,SWE,BRONZE
1912,STOCKHOLM,Shooting,JOHANSSON Carl Hugo,SWE,BRONZE
1912,STOCKHOLM,Shooting,LARSSON Bernhard,SWE,BRONZE
1912,STOCKHOLM,Shooting,ADAMS Harry Loren,USA,GOLD
1912,STOCKHOLM,Shooting,BRIGGS Allan Lindsay,USA,GOLD
1912,STOCKHOLM,Shooting,BURDETTE Cornelius L.,USA,GOLD
1912,STOCKHOLM,Shooting,JACKSON John E.,USA,GOLD
1912,STOCKHOLM,Shooting,OSBURN Carl Townsend,USA,GOLD
1912,STOCKHOLM,Shooting,SPROUT Warren A.,USA,GOLD
1912,STOCKHOLM,Shooting,BURR Henry Goerge,GBR,SILVER
1912,STOCKHOLM,Shooting,FULTON Arthur George,GBR,SILVER
1912,STOCKHOLM,Shooting,OMMUNDSEN Harcourt,GBR,SILVER
1912,STOCKHOLM,Shooting,PARNELL Edward Louis,GBR,SILVER
1912,STOCKHOLM,Shooting,REID James,GBR,SILVER
1912,STOCKHOLM,Shooting,SKILTON Edward,GBR,SILVER
1912,STOCKHOLM,Shooting,BLAU Harry,RU1,BRONZE
1912,STOCKHOLM,Shooting,GRAHAM James R.,USA,GOLD
1912,STOCKHOLM,Shooting,GOELDEL Alfred,GER,SILVER
1912,STOCKHOLM,Tennis,CANET Albert Henri,FRA,BRONZE
1912,STOCKHOLM,Tennis,MENY DE MARANGUE Edouard Marie Marc,FRA,BRONZE
1912,STOCKHOLM,Tennis,KITSON Harry Austin,RSA,GOLD
1912,STOCKHOLM,Tennis,WINSLOW Charles Lyndhurst,RSA,GOLD
1912,STOCKHOLM,Tennis,PIPES Fritz Felix,AUT,SILVER
1912,STOCKHOLM,Tennis,ZBORZIL Arthur,AUT,SILVER
1912,STOCKHOLM,Tennis,BEAMISH Alfred Ernest,GBR,BRONZE
1912,STOCKHOLM,Tennis,DIXON Charles Percy,GBR,BRONZE
1912,STOCKHOLM,Tennis,GERMOT Maurice,FRA,GOLD
1912,STOCKHOLM,Tennis,GOBERT André Henri,FRA,GOLD
1912,STOCKHOLM,Tennis,KEMPE Carl,SWE,SILVER
1912,STOCKHOLM,Tennis,SETTERWALL Gunnar,SWE,SILVER
1912,STOCKHOLM,Tennis,CANET Albert Henri,FRA,BRONZE
1912,STOCKHOLM,Tennis,SCHOMBURGK Heinrich,GER,GOLD
1912,STOCKHOLM,Tennis,SETTERWALL Gunnar,SWE,SILVER
1912,STOCKHOLM,Tennis,BROQUEDIS Marguerite,FRA,BRONZE
1912,STOCKHOLM,Tennis,KÖRING Dora,GER,GOLD
1912,STOCKHOLM,Tennis,FICK Sigrid,SWE,SILVER
1912,STOCKHOLM,Tennis,SETTERWALL Gunnar,SWE,BRONZE
1912,STOCKHOLM,Tennis,DIXON Charles Percy,GBR,GOLD
1912,STOCKHOLM,Tennis,BARRETT Herbert Roper,GBR,SILVER
1912,STOCKHOLM,Tennis,FICK Sigrid,SWE,BRONZE
1912,STOCKHOLM,Tennis,HANNAM Edith Margaret,GBR,GOLD
1912,STOCKHOLM,Tennis,AITCHISON Francis Helen,GBR,SILVER
1912,STOCKHOLM,Tennis,KREUZER Oscar,GER,BRONZE
1912,STOCKHOLM,Tennis,WINSLOW Charles Lyndhurst,RSA,GOLD
1912,STOCKHOLM,Tennis,KITSON Harry Austin,RSA,SILVER
1912,STOCKHOLM,Tennis,BJURSTEDT Anne Margrethe,NOR,BRONZE
1912,STOCKHOLM,Tennis,BROQUEDIS Marguerite,FRA,GOLD
1912,STOCKHOLM,Tennis,KÖRING Dora,GER,SILVER
1912,STOCKHOLM,Tennis,WILDING Anthony Frederick,ANZ,BRONZE
1912,STOCKHOLM,Tennis,GOBERT André Henri,FRA,GOLD
1912,STOCKHOLM,Tennis,DIXON Charles Percy,GBR,SILVER
1912,STOCKHOLM,Tennis,PARTON Mabel Branwell,GBR,BRONZE
1912,STOCKHOLM,Tennis,HANNAM Edith Margaret,GBR,GOLD
1912,STOCKHOLM,Tennis,CASTENSCHIOLD Thora Gerda Sophie,DEN,SILVER
1912,STOCKHOLM,Tug of War,ANDERSSON Arvid Leander,SWE,GOLD
1912,STOCKHOLM,Tug of War,BERGMAN Adolf,SWE,GOLD
1912,STOCKHOLM,Tug of War,EDMAN Johan Victor,SWE,GOLD
1912,STOCKHOLM,Tug of War,FREDRIKSSON Erik Algot,SWE,GOLD
1912,STOCKHOLM,Tug of War,GUSTAFSSON August,SWE,GOLD
1912,STOCKHOLM,Tug of War,JONSSON Carl,SWE,GOLD
1912,STOCKHOLM,Tug of War,LARSSON Eric Victor,SWE,GOLD
1912,STOCKHOLM,Tug of War,LINDSTRÖM Carl Herbert,SWE,GOLD
1912,STOCKHOLM,Tug of War,CHAFFE Walter,GBR,SILVER
1912,STOCKHOLM,Tug of War,DOWLER Joseph,GBR,SILVER
1912,STOCKHOLM,Tug of War,HUMPHREYS Frederick Harkness,GBR,SILVER
1912,STOCKHOLM,Tug of War,HYNES Mathias,GBR,SILVER
1912,STOCKHOLM,Tug of War,MILLS Edwin Archer,GBR,SILVER
1912,STOCKHOLM,Tug of War,MUNRO Alexander,GBR,SILVER
1912,STOCKHOLM,Tug of War,SEWELL John,GBR,SILVER
1912,STOCKHOLM,Tug of War,SHEPHERD James,GBR,SILVER
1912,STOCKHOLM,Wrestling,LASANEN Otto,FIN,BRONZE
1912,STOCKHOLM,Wrestling,KOSKELO Kaarlo,FIN,GOLD
1912,STOCKHOLM,Wrestling,GERSTÄCKER Georg,GER,SILVER
1912,STOCKHOLM,Wrestling,JENSEN Sören Marius,DEN,BRONZE
1912,STOCKHOLM,Wrestling,SAARELA Urjö Erik Mikael,FIN,GOLD
1912,STOCKHOLM,Wrestling,OLIN Johan Fredrik,FIN,SILVER
1912,STOCKHOLM,Wrestling,MATIASSON Edvin,SWE,BRONZE
1912,STOCKHOLM,Wrestling,VÄRE Eemil Ernesti,FIN,GOLD
1912,STOCKHOLM,Wrestling,MALMSTRÖM Gustaf H.,SWE,SILVER
1912,STOCKHOLM,Wrestling,ASIKAINEN Alfred,FIN,BRONZE
1912,STOCKHOLM,Wrestling,JOHANSSON Claes,SWE,GOLD
1912,STOCKHOLM,Wrestling,KLEIN Martin,RU1,SILVER
1912,STOCKHOLM,Wrestling,VARGA Béla,HUN,BRONZE
1912,STOCKHOLM,Wrestling,AHLGREN Anders,SWE,SILVER
1912,STOCKHOLM,Wrestling,BÖHLING Ivar Theodor,FIN,SILVER
1920,ANTWERP,Aquatics,PRIESTE Harry,USA,BRONZE
1920,ANTWERP,Aquatics,PINKSTON Clarence,USA,GOLD
1920,ANTWERP,Aquatics,ADLERZ Erik,SWE,SILVER
1920,ANTWERP,Aquatics,OLLIVIER Eva,SWE,BRONZE
1920,ANTWERP,Aquatics,FRYLAND CLAUSEN Stefani,DEN,GOLD
1920,ANTWERP,Aquatics,ARMSTRONG Beatrix Eileen,GBR,SILVER
1920,ANTWERP,Aquatics,BALBACH Louis James,USA,BRONZE
1920,ANTWERP,Aquatics,KUEHN Louis,USA,GOLD
1920,ANTWERP,Aquatics,PINKSTON Clarence,USA,SILVER
1920,ANTWERP,Aquatics,PAYNE Thelma,USA,BRONZE
1920,ANTWERP,Aquatics,RIGGIN Aileen,USA,GOLD
1920,ANTWERP,Aquatics,WAINWRIGHT Helen,USA,SILVER
1920,ANTWERP,Aquatics,JANSSON John,SWE,BRONZE
1920,ANTWERP,Aquatics,WALLMAN Arvid,SWE,GOLD
1920,ANTWERP,Aquatics,SKOGLUND Nils,SWE,SILVER
1920,ANTWERP,Aquatics,BLITZ Gerard,BEL,BRONZE
1920,ANTWERP,Aquatics,KEALOHA Warren Paoa,USA,GOLD
1920,ANTWERP,Aquatics,KEGERIS Raymond,USA,SILVER
1920,ANTWERP,Aquatics,HARRIS William,USA,BRONZE
1920,ANTWERP,Aquatics,KAHANAMOKU Duke Paoa,USA,GOLD
1920,ANTWERP,Aquatics,KEALOHA Pua Kela,USA,SILVER
1920,ANTWERP,Aquatics,SCHROTH Frances,USA,BRONZE
1920,ANTWERP,Aquatics,BLEIBTREY Ethelda,USA,GOLD
1920,ANTWERP,Aquatics,GUEST Irene,USA,SILVER
1920,ANTWERP,Aquatics,BEAUREPAIRE Frank E.,AUS,BRONZE
1920,ANTWERP,Aquatics,ROSS Norman,USA,GOLD
1920,ANTWERP,Aquatics,VERNOT George,CAN,SILVER
1920,ANTWERP,Aquatics,AALTONEN Arvo Ossian,FIN,BRONZE
1920,ANTWERP,Aquatics,MALMROT Hakan,SWE,GOLD
1920,ANTWERP,Aquatics,HENNING Tor,SWE,SILVER
1920,ANTWERP,Aquatics,AALTONEN Arvo Ossian,FIN,BRONZE
1920,ANTWERP,Aquatics,MALMROT Hakan,SWE,GOLD
1920,ANTWERP,Aquatics,HENNING Tor,SWE,SILVER
1920,ANTWERP,Aquatics,VERNOT George,CAN,BRONZE
1920,ANTWERP,Aquatics,ROSS Norman,USA,GOLD
1920,ANTWERP,Aquatics,LANGER Ludy,USA,SILVER
1920,ANTWERP,Aquatics,SCHROTH Frances,USA,BRONZE
1920,ANTWERP,Aquatics,BLEIBTREY Ethelda,USA,GOLD
1920,ANTWERP,Aquatics,WOODBRIDGE Margaret,USA,SILVER
1920,ANTWERP,Aquatics,BERG Aina,SWE,BRONZE
1920,ANTWERP,Aquatics,GYLLING Jane,SWE,BRONZE
1920,ANTWERP,Aquatics,MACHNOW Emy,SWE,BRONZE
1920,ANTWERP,Aquatics,NILSSON Karin,SWE,BRONZE
1920,ANTWERP,Aquatics,BLEIBTREY Ethelda,USA,GOLD
1920,ANTWERP,Aquatics,GUEST Irene,USA,GOLD
1920,ANTWERP,Aquatics,SCHROTH Frances,USA,GOLD
1920,ANTWERP,Aquatics,WOODBRIDGE Margaret,USA,GOLD
1920,ANTWERP,Aquatics,JAMES Hilda,GBR,SILVER
1920,ANTWERP,Aquatics,JEANS Constance Mabel,GBR,SILVER
1920,ANTWERP,Aquatics,MAC KENZIE Grace,GBR,SILVER
1920,ANTWERP,Aquatics,RADCLIFFE Charlotte,GBR,SILVER
1920,ANTWERP,Aquatics,ANNISON Harold Edward,GBR,BRONZE
1920,ANTWERP,Aquatics,PETER Edward Percival,GBR,BRONZE
1920,ANTWERP,Aquatics,SAVAGE Leslie,GBR,BRONZE
1920,ANTWERP,Aquatics,TAYLOR Henry,GBR,BRONZE
1920,ANTWERP,Aquatics,KAHANAMOKU Duke Paoa,USA,GOLD
1920,ANTWERP,Aquatics,KEALOHA Pua Kela,USA,GOLD
1920,ANTWERP,Aquatics,MCGILLIVRAY Perry,USA,GOLD
1920,ANTWERP,Aquatics,ROSS Norman,USA,GOLD
1920,ANTWERP,Aquatics,BEAUREPAIRE Frank E.,AUS,SILVER
1920,ANTWERP,Aquatics,HAY Henry,AUS,SILVER
1920,ANTWERP,Aquatics,HERALD William,AUS,SILVER
1920,ANTWERP,Aquatics,STEDMAN Ivan,AUS,SILVER
1920,ANTWERP,Aquatics,ANDERSSON Erik,SWE,BRONZE
1920,ANTWERP,Aquatics,ANDERSSON Robert T.,SWE,BRONZE
1920,ANTWERP,Aquatics,ANDERSSON Vilhelm,SWE,BRONZE
1920,ANTWERP,Aquatics,BACKLUND Nils,SWE,BRONZE
1920,ANTWERP,Aquatics,BERGQVIST Erik,SWE,BRONZE
1920,ANTWERP,Aquatics,GUMPEL Max,SWE,BRONZE
1920,ANTWERP,Aquatics,HANSSON Pontus,SWE,BRONZE
1920,ANTWERP,Aquatics,JULIN Harald S.A.,SWE,BRONZE
1920,ANTWERP,Aquatics,NAUMANN Theodor,SWE,BRONZE
1920,ANTWERP,Aquatics,BUGBEE Charles,GBR,GOLD
1920,ANTWERP,Aquatics,DEAN William Henry,GBR,GOLD
1920,ANTWERP,Aquatics,JONES Christopher,GBR,GOLD
1920,ANTWERP,Aquatics,PEACOCK William,GBR,GOLD
1920,ANTWERP,Aquatics,PURCELL Noel M.,GBR,GOLD
1920,ANTWERP,Aquatics,RADMILOVIC Paul,GBR,GOLD
1920,ANTWERP,Aquatics,SMITH Charles Sydney,GBR,GOLD
1920,ANTWERP,Aquatics,BAUWENS René,BEL,SILVER
1920,ANTWERP,Aquatics,BLITZ Gerard,BEL,SILVER
1920,ANTWERP,Aquatics,BLITZ Maurice,BEL,SILVER
1920,ANTWERP,Aquatics,DEWIN Pierre,BEL,SILVER
1920,ANTWERP,Aquatics,DURANT Albert,BEL,SILVER
1920,ANTWERP,Aquatics,GAILLY Paul,BEL,SILVER
1920,ANTWERP,Aquatics,NIJS Pierre,BEL,SILVER
1920,ANTWERP,Aquatics,PLETINCX Joseph,BEL,SILVER
1920,ANTWERP,Archery,FLAMAND Firmin,BEL,BRONZE
1920,ANTWERP,Archery,CLOETENS Edmond,BEL,GOLD
1920,ANTWERP,Archery,VAN DE PERCK Louis,BEL,SILVER
1920,ANTWERP,Archery,CLOETENS Edmond,BEL,GOLD
1920,ANTWERP,Archery,FLAMAND Firmin,BEL,GOLD
1920,ANTWERP,Archery,HERMANS Joseph,BEL,GOLD
1920,ANTWERP,Archery,VAN DE PERCK Louis,BEL,GOLD
1920,ANTWERP,Archery,VAN DE VERRE Auguste,BEL,GOLD
1920,ANTWERP,Archery,VAN MOER Edmond,BEL,GOLD
1920,ANTWERP,Archery,CLOETENS Edmond,BEL,GOLD
1920,ANTWERP,Archery,FLAMAND Firmin,BEL,GOLD
1920,ANTWERP,Archery,HERMANS Joseph,BEL,GOLD
1920,ANTWERP,Archery,VAN DE PERCK Louis,BEL,GOLD
1920,ANTWERP,Archery,VAN DE VERRE Auguste,BEL,GOLD
1920,ANTWERP,Archery,VAN MOER Edmond,BEL,GOLD
1920,ANTWERP,Archery,HERMANS Joseph,BEL,BRONZE
1920,ANTWERP,Archery,VAN MOER Edmond,BEL,GOLD
1920,ANTWERP,Archery,VAN DE PERCK Louis,BEL,SILVER
1920,ANTWERP,Archery,BRULE Julien Louis,FRA,BRONZE
1920,ANTWERP,Archery,EPIN Léon,FRA,BRONZE
1920,ANTWERP,Archery,FAUVEL Pascal,FRA,BRONZE
1920,ANTWERP,Archery,GRISOT EugÃ¨ne G.,FRA,BRONZE
1920,ANTWERP,Archery,LEROY Paul,FRA,BRONZE
1920,ANTWERP,Archery,MABELLON Artur,FRA,BRONZE
1920,ANTWERP,Archery,QUENTIN Léonce Gaston,FRA,BRONZE
1920,ANTWERP,Archery,RICHEZ Eugène,FRA,BRONZE
1920,ANTWERP,Archery,DE BROUWER Petrus Godefridus,NED,GOLD
1920,ANTWERP,Archery,PACKBIERS Jan Joseph,NED,GOLD
1920,ANTWERP,Archery,THEEUWES Adrianus Cornelis,NED,GOLD
1920,ANTWERP,Archery,VAN BUSSELL Hendrikus,NED,GOLD
1920,ANTWERP,Archery,VAN GASTEL Johannes Jacobus,NED,GOLD
1920,ANTWERP,Archery,VAN GESTEL Jan-Babtiest-Jozef,NED,GOLD
1920,ANTWERP,Archery,VAN MERRIENBOER Adrianus,NED,GOLD
1920,ANTWERP,Archery,WILLEMS Theodorus B.,NED,GOLD
1920,ANTWERP,Archery,ALLAERT Alphonse,BEL,SILVER
1920,ANTWERP,Archery,DE KNIBBER Edmond,BEL,SILVER
1920,ANTWERP,Archery,DE MAYER Jérome,BEL,SILVER
1920,ANTWERP,Archery,DELCON Louis,BEL,SILVER
1920,ANTWERP,Archery,FIERENS Louis,BEL,SILVER
1920,ANTWERP,Archery,VAN BEECK Louis,BEL,SILVER
1920,ANTWERP,Archery,VAN INNIS Hubert,BEL,SILVER
1920,ANTWERP,Archery,VAN THIELT Pierre,BEL,SILVER
1920,ANTWERP,Archery,ALLAERT Alphonse,BEL,GOLD
1920,ANTWERP,Archery,DE KNIBBER Edmond,BEL,GOLD
1920,ANTWERP,Archery,DE MAYER Jérome,BEL,GOLD
1920,ANTWERP,Archery,DELCON Louis,BEL,GOLD
1920,ANTWERP,Archery,FIERENS Louis,BEL,GOLD
1920,ANTWERP,Archery,VAN BEECK Louis,BEL,GOLD
1920,ANTWERP,Archery,VAN INNIS Hubert,BEL,GOLD
1920,ANTWERP,Archery,VAN THIELT Pierre,BEL,GOLD
1920,ANTWERP,Archery,BRULE Julien Louis,FRA,SILVER
1920,ANTWERP,Archery,EPIN Léon,FRA,SILVER
1920,ANTWERP,Archery,FAUVEL Pascal,FRA,SILVER
1920,ANTWERP,Archery,GRISOT EugÃ¨ne G.,FRA,SILVER
1920,ANTWERP,Archery,LEROY Paul,FRA,SILVER
1920,ANTWERP,Archery,MABELLON Artur,FRA,SILVER
1920,ANTWERP,Archery,QUENTIN Léonce Gaston,FRA,SILVER
1920,ANTWERP,Archery,RICHEZ Eugène,FRA,SILVER
1920,ANTWERP,Archery,ALLAERT Alphonse,BEL,GOLD
1920,ANTWERP,Archery,DE KNIBBER Edmond,BEL,GOLD
1920,ANTWERP,Archery,DE MAYER Jérome,BEL,GOLD
1920,ANTWERP,Archery,DELCON Louis,BEL,GOLD
1920,ANTWERP,Archery,FIERENS Louis,BEL,GOLD
1920,ANTWERP,Archery,VAN BEECK Louis,BEL,GOLD
1920,ANTWERP,Archery,VAN INNIS Hubert,BEL,GOLD
1920,ANTWERP,Archery,VAN THIELT Pierre,BEL,GOLD
1920,ANTWERP,Archery,BRULE Julien Louis,FRA,SILVER
1920,ANTWERP,Archery,EPIN Léon,FRA,SILVER
1920,ANTWERP,Archery,FAUVEL Pascal,FRA,SILVER
1920,ANTWERP,Archery,GRISOT EugÃ¨ne G.,FRA,SILVER
1920,ANTWERP,Archery,LEROY Paul,FRA,SILVER
1920,ANTWERP,Archery,MABELLON Artur,FRA,SILVER
1920,ANTWERP,Archery,QUENTIN Léonce Gaston,FRA,SILVER
1920,ANTWERP,Archery,RICHEZ Eugène,FRA,SILVER
1920,ANTWERP,Archery,VAN INNIS Hubert,BEL,GOLD
1920,ANTWERP,Archery,QUENTIN Léonce Gaston,FRA,SILVER
1920,ANTWERP,Archery,VAN INNIS Hubert,BEL,GOLD
1920,ANTWERP,Archery,BRULE Julien Louis,FRA,SILVER
1920,ANTWERP,Archery,BRULE Julien Louis,FRA,GOLD
1920,ANTWERP,Archery,VAN INNIS Hubert,BEL,SILVER
1920,ANTWERP,Athletics,WILSON James,GBR,BRONZE
1920,ANTWERP,Athletics,NURMI Paavo,FIN,GOLD
1920,ANTWERP,Athletics,GUILLEMOT Joseph,FRA,SILVER
1920,ANTWERP,Athletics,GUNN Charles,GBR,BRONZE
1920,ANTWERP,Athletics,FRIGERIO Ugo,ITA,GOLD
1920,ANTWERP,Athletics,PEARMAN Joseph,USA,SILVER
1920,ANTWERP,Athletics,EDWARD Harry,GBR,BRONZE
1920,ANTWERP,Athletics,PADDOCK Charles,USA,GOLD
1920,ANTWERP,Athletics,KIRKSEY Morris,USA,SILVER
1920,ANTWERP,Athletics,MURRAY Frederick,USA,BRONZE
1920,ANTWERP,Athletics,THOMSON Earl,CAN,GOLD
1920,ANTWERP,Athletics,BARRON Harold,USA,SILVER
1920,ANTWERP,Athletics,SHIELDS Marion Lawrence,USA,BRONZE
1920,ANTWERP,Athletics,HILL Albert,GBR,GOLD
1920,ANTWERP,Athletics,NOEL-BAKER Philipp John,GBR,SILVER
1920,ANTWERP,Athletics,EDWARD Harry,GBR,BRONZE
1920,ANTWERP,Athletics,WOODRING Allen,USA,GOLD
1920,ANTWERP,Athletics,PADDOCK Charles,USA,SILVER
1920,ANTWERP,Athletics,AMBROSINI Ernesto,ITA,BRONZE
1920,ANTWERP,Athletics,HODGE Percy,GBR,GOLD
1920,ANTWERP,Athletics,FLYNN Patrick,USA,SILVER
1920,ANTWERP,Athletics,BACKMAN Erik,SWE,BRONZE
1920,ANTWERP,Athletics,LUNDGREN Sven,SWE,BRONZE
1920,ANTWERP,Athletics,WIDE Edvin,SWE,BRONZE
1920,ANTWERP,Athletics,BROWN Horace Hallock,USA,GOLD
1920,ANTWERP,Athletics,DRESSER Ivan,USA,GOLD
1920,ANTWERP,Athletics,SCHARDT Arlie Alfred,USA,GOLD
1920,ANTWERP,Athletics,BLEWITT Charles Edward,GBR,SILVER
1920,ANTWERP,Athletics,HILL Albert,GBR,SILVER
1920,ANTWERP,Athletics,SEAGROVE William Raymond,GBR,SILVER
1920,ANTWERP,Athletics,REMER Richard Frederick,USA,BRONZE
1920,ANTWERP,Athletics,FRIGERIO Ugo,ITA,GOLD
1920,ANTWERP,Athletics,PARKER George,AUS,SILVER
1920,ANTWERP,Athletics,ENGDAHL Nils,SWE,BRONZE
1920,ANTWERP,Athletics,RUDD Bevil Gordon D'Urban,RSA,GOLD
1920,ANTWERP,Athletics,BUTLER Guy Montagu,GBR,SILVER
1920,ANTWERP,Athletics,DESCH August George,USA,BRONZE
1920,ANTWERP,Athletics,LOOMIS Frank,USA,GOLD
1920,ANTWERP,Athletics,NORTON John Kelley,USA,SILVER
1920,ANTWERP,Athletics,HOLMSTRÖM Agne,SWE,BRONZE
1920,ANTWERP,Athletics,MALM Sven,SWE,BRONZE
1920,ANTWERP,Athletics,PETERSSON R. William E.,SWE,BRONZE
1920,ANTWERP,Athletics,SANDSTRÖM Nils,SWE,BRONZE
1920,ANTWERP,Athletics,KIRKSEY Morris,USA,GOLD
1920,ANTWERP,Athletics,MURCHISON Loren,USA,GOLD
1920,ANTWERP,Athletics,PADDOCK Charles,USA,GOLD
1920,ANTWERP,Athletics,SCHOLZ Jackson,USA,GOLD
1920,ANTWERP,Athletics,ALI KAHN Emile,FRA,SILVER
1920,ANTWERP,Athletics,LORAIN René,FRA,SILVER
1920,ANTWERP,Athletics,MOURLON René,FRA,SILVER
1920,ANTWERP,Athletics,TIRARD René,FRA,SILVER
1920,ANTWERP,Athletics,ANDRE Georges,FRA,BRONZE
1920,ANTWERP,Athletics,DELVART Maurice,FRA,BRONZE
1920,ANTWERP,Athletics,DEVAUX Jean André,FRA,BRONZE
1920,ANTWERP,Athletics,FERY Gaston,FRA,BRONZE
1920,ANTWERP,Athletics,AINSWORTH-DAVIS John Creyghton,GBR,GOLD
1920,ANTWERP,Athletics,BUTLER Guy Montagu,GBR,GOLD
1920,ANTWERP,Athletics,GRIFFITHS Cecil Richmond,GBR,GOLD
1920,ANTWERP,Athletics,LINDSAY Robert Alexander,GBR,GOLD
1920,ANTWERP,Athletics,DAVEL Harry,RSA,SILVER
1920,ANTWERP,Athletics,OLDFIELD Clarence Winston,RSA,SILVER
1920,ANTWERP,Athletics,OOSTERLAAK Jack,RSA,SILVER
1920,ANTWERP,Athletics,RUDD Bevil Gordon D'Urban,RSA,SILVER
1920,ANTWERP,Athletics,BACKMAN Erik,SWE,BRONZE
1920,ANTWERP,Athletics,GUILLEMOT Joseph,FRA,GOLD
1920,ANTWERP,Athletics,NURMI Paavo,FIN,SILVER
1920,ANTWERP,Athletics,LIND Carl Johan,SWE,BRONZE
1920,ANTWERP,Athletics,MCDONALD Patrick,USA,GOLD
1920,ANTWERP,Athletics,RYAN Patrick,USA,SILVER
1920,ANTWERP,Athletics,RUDD Bevil Gordon D'Urban,RSA,BRONZE
1920,ANTWERP,Athletics,HILL Albert,GBR,GOLD
1920,ANTWERP,Athletics,EBY Earl,USA,SILVER
1920,ANTWERP,Athletics,LIIMATAINEN Heikki,FIN,BRONZE
1920,ANTWERP,Athletics,NURMI Paavo,FIN,GOLD
1920,ANTWERP,Athletics,BACKMAN Erik,SWE,SILVER
1920,ANTWERP,Athletics,BACKMAN Erik,SWE,BRONZE
1920,ANTWERP,Athletics,EKMAN Hilding,SWE,BRONZE
1920,ANTWERP,Athletics,MATTSSON Gustaf,SWE,BRONZE
1920,ANTWERP,Athletics,KOSKENNIEMI Frederik Teudor,FIN,GOLD
1920,ANTWERP,Athletics,LIIMATAINEN Heikki,FIN,GOLD
1920,ANTWERP,Athletics,NURMI Paavo,FIN,GOLD
1920,ANTWERP,Athletics,HEGARTY Frank,GBR,SILVER
1920,ANTWERP,Athletics,NICHOLS Alfred Hubert,GBR,SILVER
1920,ANTWERP,Athletics,WILSON James,GBR,SILVER
1920,ANTWERP,Athletics,OHLSON Bertil,SWE,BRONZE
1920,ANTWERP,Athletics,LÖVLAND Helge Andreas,NOR,GOLD
1920,ANTWERP,Athletics,HAMILTON Brutus Kerr,USA,SILVER
1920,ANTWERP,Athletics,POPE Augustus,USA,BRONZE
1920,ANTWERP,Athletics,NIKLANDER Elmer Konstantin,FIN,GOLD
1920,ANTWERP,Athletics,TAIPALE Armas Rudolf,FIN,SILVER
1920,ANTWERP,Athletics,BENNET Basil,USA,BRONZE
1920,ANTWERP,Athletics,RYAN Patrick,USA,GOLD
1920,ANTWERP,Athletics,LIND Carl Johan,SWE,SILVER
1920,ANTWERP,Athletics,EKELUND Bo,SWE,BRONZE
1920,ANTWERP,Athletics,LANDON Richmond,USA,GOLD
1920,ANTWERP,Athletics,MULLER Harold,USA,SILVER
1920,ANTWERP,Athletics,JAALE-JOHANSSON Paavo,FIN,BRONZE
1920,ANTWERP,Athletics,MYYRÄ Jonni,FIN,GOLD
1920,ANTWERP,Athletics,PELTONEN Urho Pellervo,FIN,SILVER
1920,ANTWERP,Athletics,ABRAHAMSSON Erik,SWE,BRONZE
1920,ANTWERP,Athletics,PETERSSON R. William E.,SWE,GOLD
1920,ANTWERP,Athletics,JOHNSON Carl,USA,SILVER
1920,ANTWERP,Athletics,ARRI Valerio,ITA,BRONZE
1920,ANTWERP,Athletics,KOLEHMAINEN Hannes,FIN,GOLD
1920,ANTWERP,Athletics,LOSSMANN Jüri,EST,SILVER
1920,ANTWERP,Athletics,LAHTINEN Hugo Jalmari,FIN,BRONZE
1920,ANTWERP,Athletics,LEHTONEN Eero Reino,FIN,GOLD
1920,ANTWERP,Athletics,BRADLEY Everett Lewis,USA,SILVER
1920,ANTWERP,Athletics,MYERS Edwin,USA,BRONZE
1920,ANTWERP,Athletics,FOSS Frank,USA,GOLD
1920,ANTWERP,Athletics,PETERSEN Henry,DEN,SILVER
1920,ANTWERP,Athletics,LIVERSEDGE Harry,USA,BRONZE
1920,ANTWERP,Athletics,PÖRHÖLÄ Frans Wilhelmi,FIN,GOLD
1920,ANTWERP,Athletics,NIKLANDER Elmer Konstantin,FIN,SILVER
1920,ANTWERP,Athletics,ALMLÖF Erik,SWE,BRONZE
1920,ANTWERP,Athletics,TUULOS Vilho Immanuel,FIN,GOLD
1920,ANTWERP,Athletics,JANSSON Folke,SWE,SILVER
1920,ANTWERP,Boxing,CUTHBERTSON William,GBR,BRONZE
1920,ANTWERP,Boxing,DI GENARO Frank,USA,GOLD
1920,ANTWERP,Boxing,PETERSEN Anders,DEN,SILVER
1920,ANTWERP,Boxing,ELUERE Albert Xavier,FRA,BRONZE
1920,ANTWERP,Boxing,RAWSON Ronald,GBR,GOLD
1920,ANTWERP,Boxing,PETEERSEN Sören,DEN,SILVER
1920,ANTWERP,Boxing,MCKENZIE James,GBR,BRONZE
1920,ANTWERP,Boxing,WALKER Clarence Leonard,RSA,GOLD
1920,ANTWERP,Boxing,GRAHAM Clifford John,CAN,SILVER
1920,ANTWERP,Boxing,GARZENA Edoardo,ITA,BRONZE
1920,ANTWERP,Boxing,FRITSCH Paul,FRA,GOLD
