Year,City,Sport,Athlete,Country,Medal
1896,ATHENS,Aquatics,HAJOS Alfred,HUN,GOLD
1896,ATHENS,Aquatics,HERSCHMANN Otto,AUT,SILVER
1896,ATHENS,Aquatics,DRIVAS Dimitrios,GRE,BRONZE
1896,ATHENS,Aquatics,MALOKINIS Ioannis,GRE,GOLD
1896,ATHENS,Aquatics,CHASAPIS Spiridon,GRE,SILVER
1896,ATHENS,Aquatics,CHOROPHAS Efstathios,GRE,BRONZE
1896,ATHENS,Aquatics,HAJOS Alfred,HUN,GOLD
1896,ATHENS,Aquatics,ANDREOU Joannis,GRE,SILVER
1896,ATHENS,Aquatics,CHOROPHAS Efstathios,GRE,BRONZE
1896,ATHENS,Aquatics,NEUMANN Paul,AUT,GOLD
1896,ATHENS,Aquatics,PEPANOS Antonios,GRE,SILVER
1896,ATHENS,Athletics,LANE Francis,USA,BRONZE
1896,ATHENS,Athletics,SZOKOLYI Alajos,HUN,BRONZE
1896,ATHENS,Athletics,BURKE Thomas,USA,GOLD
1896,ATHENS,Athletics,HOFMANN Fritz,GER,SILVER
1896,ATHENS,Athletics,CURTIS Thomas,USA,GOLD
1896,ATHENS,Athletics,GOULDING Grantley,GBR,SILVER
1896,ATHENS,Athletics,LERMUSIAUX Albin,FRA,BRONZE
1896,ATHENS,Athletics,FLACK Edwin,AUS,GOLD
1896,ATHENS,Athletics,BLAKE Arthur,USA,SILVER
1896,ATHENS,Athletics,GMELIN Charles,GBR,BRONZE
1896,ATHENS,Athletics,BURKE Thomas,USA,GOLD
1896,ATHENS,Athletics,JAMISON Herbert,USA,SILVER
1896,ATHENS,Athletics,GOLEMIS Dimitrios,GRE,BRONZE
1896,ATHENS,Athletics,FLACK Edwin,AUS,GOLD
1896,ATHENS,Athletics,DANI Nandor,HUN,SILVER
1896,ATHENS,Athletics,VERSIS Sotirios,GRE,BRONZE
1896,ATHENS,Athletics,GARRETT Robert,USA,GOLD
1896,ATHENS,Athletics,PARASKEVOPOULOS Panagiotis,GRE,SILVER
1896,ATHENS,Athletics,CLARK Ellery,USA,GOLD
1896,ATHENS,Athletics,CONNOLLY James,USA,SILVER
1896,ATHENS,Athletics,GARRETT Robert,USA,SILVER
1896,ATHENS,Athletics,CONNOLLY James,USA,BRONZE
1896,ATHENS,Athletics,CLARK Ellery,USA,GOLD
1896,ATHENS,Athletics,GARRETT Robert,USA,SILVER
1896,ATHENS,Athletics,KELLNER Gyula,HUN,BRONZE
1896,ATHENS,Athletics,LOUIS Spyridon,GRE,GOLD
1896,ATHENS,Athletics,VASILAKOS Kharilaos,GRE,SILVER
1896,ATHENS,Athletics,DAMASKOS Evangelos,GRE,BRONZE
1896,ATHENS,Athletics,THEODOROPOULOS Ioannis,GRE,BRONZE
1896,ATHENS,Athletics,HOYT William Welles,USA,GOLD
1896,ATHENS,Athletics,TYLER Albert,USA,SILVER
1896,ATHENS,Athletics,PAPASIDERIS Georgios,GRE,BRONZE
1896,ATHENS,Athletics,GARRETT Robert,USA,GOLD
1896,ATHENS,Athletics,GOUSKOS Miltiadis,GRE,SILVER
1896,ATHENS,Athletics,PERSAKIS Ioannis,GRE,BRONZE
1896,ATHENS,Athletics,CONNOLLY James,USA,GOLD
1896,ATHENS,Athletics,TUFFERI Alexandre,FRA,SILVER
1896,ATHENS,Cycling,BATTEL Edward,GBR,BRONZE
1896,ATHENS,Cycling,KONSTANTINIDIS Aristidis,GRE,GOLD
1896,ATHENS,Cycling,GOEDRICH August,GER,SILVER
1896,ATHENS,Cycling,FLAMENG Léon,FRA,GOLD
1896,ATHENS,Cycling,KOLETTIS Georgios,GRE,SILVER
1896,ATHENS,Cycling,SCHMAL Adolf,AUT,BRONZE
1896,ATHENS,Cycling,MASSON Paul,FRA,GOLD
1896,ATHENS,Cycling,FLAMENG Léon,FRA,SILVER
1896,ATHENS,Cycling,SCHMAL Adolf,AUT,GOLD
1896,ATHENS,Cycling,KEEPING Frank,GBR,SILVER
1896,ATHENS,Cycling,SCHMAL Adolf,AUT,BRONZE
1896,ATHENS,Cycling,MASSON Paul,FRA,GOLD
1896,ATHENS,Cycling,NIKOLOPOULOS Stamatios,GRE,SILVER
1896,ATHENS,Cycling,FLAMENG Léon,FRA,BRONZE
1896,ATHENS,Cycling,MASSON Paul,FRA,GOLD
1896,ATHENS,Cycling,NIKOLOPOULOS Stamatios,GRE,SILVER
1896,ATHENS,Fencing,PIERRAKOS-MAVROMICHALIS Perikles,GRE,BRONZE
1896,ATHENS,Fencing,GRAVELOTTE Eugène-Henri,FRA,GOLD
1896,ATHENS,Fencing,CALLOT Henri,FRA,SILVER
1896,ATHENS,Fencing,PYRGOS Leonidas,GRE,GOLD
1896,ATHENS,Fencing,PERRONNET Maurice,FRA,SILVER
1896,ATHENS,Fencing,NIELSEN Holger,DEN,BRONZE
1896,ATHENS,Fencing,GEORGIADIS Ioannis,GRE,GOLD
1896,ATHENS,Fencing,KARAKALOS Telemachos,GRE,SILVER
1896,ATHENS,Gymnastics,WEINGÄRTNER Hermann,GER,GOLD
1896,ATHENS,Gymnastics,FLATOW Alfred,GER,SILVER
1896,ATHENS,Gymnastics,FLATOW Alfred,GER,GOLD
1896,ATHENS,Gymnastics,ZUTTER Louis,SUI,SILVER
1896,ATHENS,Gymnastics,ZUTTER Louis,SUI,GOLD
1896,ATHENS,Gymnastics,WEINGÄRTNER Hermann,GER,SILVER
1896,ATHENS,Gymnastics,PERSAKIS Petros,GRE,BRONZE
1896,ATHENS,Gymnastics,MITROPOULOS Ioannis,GRE,GOLD
1896,ATHENS,Gymnastics,WEINGÄRTNER Hermann,GER,SILVER
1896,ATHENS,Gymnastics,HOFMANN Fritz,GER,BRONZE
1896,ATHENS,Gymnastics,ANDRIAKOPOULOS Nicolaos,GRE,GOLD
1896,ATHENS,Gymnastics,XENAKIS Thomasios,GRE,SILVER
1896,ATHENS,Gymnastics,BÖCKER Konrad,GER,GOLD
1896,ATHENS,Gymnastics,FLATOW Alfred,GER,GOLD
1896,ATHENS,Gymnastics,FLATOW Gustav Felix,GER,GOLD
1896,ATHENS,Gymnastics,HILMAR Georg,GER,GOLD
1896,ATHENS,Gymnastics,HOFMANN Fritz,GER,GOLD
1896,ATHENS,Gymnastics,MANTEUFFEL Fritz,GER,GOLD
1896,ATHENS,Gymnastics,NEUKIRCH Karl,GER,GOLD
1896,ATHENS,Gymnastics,RÖSTEL Richard,GER,GOLD
1896,ATHENS,Gymnastics,SCHUFT Gustav,GER,GOLD
1896,ATHENS,Gymnastics,SCHUMANN Carl,GER,GOLD
1896,ATHENS,Gymnastics,WEINGÄRTNER Hermann,GER,GOLD
1896,ATHENS,Gymnastics,CHRYSAPHIS Ioannis,GRE,BRONZE
1896,ATHENS,Gymnastics,KARVELAS Phillippos,GRE,BRONZE
1896,ATHENS,Gymnastics,LOUNDRAS Dimitrios,GRE,BRONZE
1896,ATHENS,Gymnastics,MITROPOULOS Ioannis,GRE,BRONZE
1896,ATHENS,Gymnastics,BÖCKER Konrad,GER,GOLD
1896,ATHENS,Gymnastics,FLATOW Alfred,GER,GOLD
1896,ATHENS,Gymnastics,FLATOW Gustav Felix,GER,GOLD
1896,ATHENS,Gymnastics,HILMAR Georg,GER,GOLD
1896,ATHENS,Gymnastics,HOFMANN Fritz,GER,GOLD
1896,ATHENS,Gymnastics,MANTEUFFEL Fritz,GER,GOLD
1896,ATHENS,Gymnastics,NEUKIRCH Karl,GER,GOLD
1896,ATHENS,Gymnastics,RÖSTEL Richard,GER,GOLD
1896,ATHENS,Gymnastics,SCHUFT Gustav,GER,GOLD
1896,ATHENS,Gymnastics,SCHUMANN Carl,GER,GOLD
1896,ATHENS,Gymnastics,WEINGÄRTNER Hermann,GER,GOLD
1896,ATHENS,Gymnastics,ANDRIAKOPOULOS Nicolaos,GRE,SILVER
1896,ATHENS,Gymnastics,ATHANASOPOULOS Spyros,GRE,SILVER
1896,ATHENS,Gymnastics,PERSAKIS Petros,GRE,SILVER
1896,ATHENS,Gymnastics,XENAKIS Thomasios,GRE,SILVER
1896,ATHENS,Gymnastics,WEINGÄRTNER Hermann,GER,BRONZE
1896,ATHENS,Gymnastics,SCHUMANN Carl,GER,GOLD
1896,ATHENS,Gymnastics,ZUTTER Louis,SUI,SILVER
1896,ATHENS,Shooting,MORAKIS Nikolaos,GRE,BRONZE
1896,ATHENS,Shooting,PAINE John,USA,GOLD
1896,ATHENS,Shooting,PAINE Sumner,USA,SILVER
1896,ATHENS,Shooting,NIELSEN Holger,DEN,BRONZE
1896,ATHENS,Shooting,PHRANGOUDIS Joannis,GRE,GOLD
1896,ATHENS,Shooting,ORPHANIDIS Georgios,GRE,SILVER
1896,ATHENS,Shooting,PHRANGOUDIS Joannis,GRE,BRONZE
1896,ATHENS,Shooting,PAINE Sumner,USA,GOLD
1896,ATHENS,Shooting,NIELSEN Holger,DEN,SILVER
1896,ATHENS,Shooting,TRIKUPIS Nicolaos,GRE,BRONZE
1896,ATHENS,Shooting,KARASEVDAS Pantelis,GRE,GOLD
1896,ATHENS,Shooting,PAVLIDIS Pavlos,GRE,SILVER
1896,ATHENS,Shooting,JENSEN Viggo,DEN,BRONZE
1896,ATHENS,Shooting,ORPHANIDIS Georgios,GRE,GOLD
1896,ATHENS,Shooting,PHRANGOUDIS Joannis,GRE,SILVER
1896,ATHENS,Tennis,FLACK Edwin,ZZX,BRONZE
1896,ATHENS,Tennis,ROBERTSON George Stuart,ZZX,BRONZE
1896,ATHENS,Tennis,BOLAND John,ZZX,GOLD
1896,ATHENS,Tennis,TRAUN Friedrich,ZZX,GOLD
1896,ATHENS,Tennis,KASDAGLIS Dionysios,ZZX,SILVER
1896,ATHENS,Tennis,PETROKOKKINOS Demetrios,ZZX,SILVER
1896,ATHENS,Tennis,PASPATIS Konstantinos,GRE,BRONZE
1896,ATHENS,Tennis,TAPAVICZA Momcsillo,HUN,BRONZE
1896,ATHENS,Tennis,BOLAND John,GBR,GOLD
1896,ATHENS,Tennis,KASDAGLIS Dionysios,GRE,SILVER
1896,ATHENS,Weightlifting,NIKOLOPOULOS Alexandros,GRE,BRONZE
1896,ATHENS,Weightlifting,ELLIOTT Launceston,GBR,GOLD
1896,ATHENS,Weightlifting,JENSEN Viggo,DEN,SILVER
1896,ATHENS,Weightlifting,VERSIS Sotirios,GRE,BRONZE
1896,ATHENS,Weightlifting,JENSEN Viggo,DEN,GOLD
1896,ATHENS,Weightlifting,ELLIOTT Launceston,GBR,SILVER
1896,ATHENS,Wrestling,CHRISTOPOULOS Stephanos,GRE,BRONZE
1896,ATHENS,Wrestling,SCHUMANN Carl,GER,GOLD
1896,ATHENS,Wrestling,TSITAS Georgios,GRE,SILVER
1900,PARIS,Aquatics,HALMAY Zoltan,HUN,BRONZE
1900,PARIS,Aquatics,JARVIS John Arthur,GBR,GOLD
1900,PARIS,Aquatics,WAHLE Otto,AUT,SILVER
1900,PARIS,Aquatics,DROST Johannes,NED,BRONZE
1900,PARIS,Aquatics,HOPPENBERG Ernst,GER,GOLD
1900,PARIS,Aquatics,RUBERL Karl,AUT,SILVER
1900,PARIS,Aquatics,RUBERL Karl,AUT,BRONZE
1900,PARIS,Aquatics,LANE Frederick C.V.,AUS,GOLD
1900,PARIS,Aquatics,HALMAY Zoltan,HUN,SILVER
1900,PARIS,Aquatics,KEMP Peter,GBR,BRONZE
1900,PARIS,Aquatics,LANE Frederick C.V.,AUS,GOLD
1900,PARIS,Aquatics,WAHLE Otto,AUT,SILVER
1900,PARIS,Aquatics,HOUBEN,FRA,BRONZE
1900,PARIS,Aquatics,LEUILLIEUX Jean,FRA,BRONZE
1900,PARIS,Aquatics,MARTIN Louis,FRA,BRONZE
1900,PARIS,Aquatics,MERCHEZ Désiré,FRA,BRONZE
1900,PARIS,Aquatics,TARTARA,FRA,BRONZE
1900,PARIS,Aquatics,FREY Julius,GER,GOLD
1900,PARIS,Aquatics,HAINLE Max,GER,GOLD
1900,PARIS,Aquatics,HOPPENBERG Ernst,GER,GOLD
1900,PARIS,Aquatics,SCHÖNE Max,GER,GOLD
1900,PARIS,Aquatics,VON PETERSDORFF Herbert,GER,GOLD
1900,PARIS,Aquatics,BERTRAND,FRA,SILVER
1900,PARIS,Aquatics,CADET,FRA,SILVER
1900,PARIS,Aquatics,HOCHEPIED Maurice,FRA,SILVER
1900,PARIS,Aquatics,HOCHEPIED Victor,FRA,SILVER
1900,PARIS,Aquatics,VERBECKE,FRA,SILVER
1900,PARIS,Aquatics,MARTIN Louis,FRA,BRONZE
1900,PARIS,Aquatics,JARVIS John Arthur,GBR,GOLD
1900,PARIS,Aquatics,HALMAY Zoltan,HUN,SILVER
1900,PARIS,Aquatics,LYKKEBERG Peder,DEN,BRONZE
1900,PARIS,Aquatics,DE VENDEVILLE Charles,FRA,GOLD
1900,PARIS,Aquatics,SIX André,FRA,SILVER
1900,PARIS,Aquatics,BURGESS Thomas,FRA,BRONZE
1900,PARIS,Aquatics,COULON,FRA,BRONZE
1900,PARIS,Aquatics,DECUYPER Alphonse,FRA,BRONZE
1900,PARIS,Aquatics,DEVENOT,FRA,BRONZE
1900,PARIS,Aquatics,FARDELLE,FRA,BRONZE
1900,PARIS,Aquatics,FAVIER,FRA,BRONZE
1900,PARIS,Aquatics,LAUFRAY Louis,FRA,BRONZE
1900,PARIS,Aquatics,LERICHE,FRA,BRONZE
1900,PARIS,Aquatics,MARTIN Louis,FRA,BRONZE
1900,PARIS,Aquatics,MERCHEZ Désiré,FRA,BRONZE
1900,PARIS,Aquatics,PESLIER Henri,FRA,BRONZE
1900,PARIS,Aquatics,PESLOY,FRA,BRONZE
1900,PARIS,Aquatics,TREFFEL Charles,FRA,BRONZE
1900,PARIS,Aquatics,VASSEUR Paul,FRA,BRONZE
1900,PARIS,Aquatics,COE Thomas,GBR,GOLD
1900,PARIS,Aquatics,DERBYSHIRE John Henry,GBR,GOLD
1900,PARIS,Aquatics,KEMP Peter,GBR,GOLD
1900,PARIS,Aquatics,LISTER William,GBR,GOLD
1900,PARIS,Aquatics,ROBERTSON Arthur,GBR,GOLD
1900,PARIS,Aquatics,ROBINSON Eric,GBR,GOLD
1900,PARIS,Aquatics,WILKINSON George,GBR,GOLD
1900,PARIS,Aquatics,COHEN Henri,BEL,SILVER
1900,PARIS,Aquatics,DE BACKER Jean,BEL,SILVER
1900,PARIS,Aquatics,DE BEHR Victor,BEL,SILVER
1900,PARIS,Aquatics,FEYAERTS Fernand,BEL,SILVER
1900,PARIS,Aquatics,GREGOIRE Oscar,BEL,SILVER
1900,PARIS,Aquatics,MICHANT Albert,BEL,SILVER
1900,PARIS,Aquatics,SONNEMANS Victor,BEL,SILVER
1900,PARIS,Archery,PETIT Charles Frédéric,FRA,BRONZE
1900,PARIS,Archery,VAN INNIS Hubert,BEL,GOLD
1900,PARIS,Archery,THIBAUD Victor,FRA,SILVER
1900,PARIS,Archery,MERCIER Emile,FRA,BRONZE
1900,PARIS,Archery,MOUGIN Eugène,FRA,GOLD
1900,PARIS,Archery,HELLE Henri,FRA,SILVER
1900,PARIS,Archery,PETIT Charles Frédéric,FRA,BRONZE
1900,PARIS,Archery,VAN INNIS Hubert,BEL,GOLD
1900,PARIS,Archery,THIBAUD Victor,FRA,SILVER
1900,PARIS,Archery,FISSEUX Emile,FRA,BRONZE
1900,PARIS,Archery,HEROUIN Henri,FRA,GOLD
1900,PARIS,Archery,VAN INNIS Hubert,BEL,SILVER
1900,PARIS,Archery,FOULON Emmanuel,BEL,GOLD
1900,PARIS,Archery,DRUART Jr.,BEL,SILVER
1900,PARIS,Archery,SERRURIER Auguste,FRA,SILVER
1900,PARIS,Archery,GLINEUX Louis,BEL,BRONZE
1900,PARIS,Archery,GRUMIAUX Emile,FRA,GOLD
1900,PARIS,Archery,SERRURIER Auguste,FRA,SILVER
1900,PARIS,Athletics,ROWLEY Stanley,AUS,BRONZE
1900,PARIS,Athletics,JARVIS Francis,USA,GOLD
1900,PARIS,Athletics,TEWKSBURY Walter B. John,USA,SILVER
1900,PARIS,Athletics,MOLONEY Frederick,USA,BRONZE
1900,PARIS,Athletics,KRAENZLEIN Alvin,USA,GOLD
1900,PARIS,Athletics,MCLEAN John,USA,SILVER
1900,PARIS,Athletics,BRAY John,USA,BRONZE
1900,PARIS,Athletics,BENNETT Charles,GBR,GOLD
1900,PARIS,Athletics,DELOGE Henri,FRA,SILVER
1900,PARIS,Athletics,ROWLEY Stanley,AUS,BRONZE
1900,PARIS,Athletics,TEWKSBURY Walter B. John,USA,GOLD
1900,PARIS,Athletics,PRITCHARD Norman,IND,SILVER
1900,PARIS,Athletics,TEWKSBURY Walter B. John,USA,BRONZE
1900,PARIS,Athletics,KRAENZLEIN Alvin,USA,GOLD
1900,PARIS,Athletics,PRITCHARD Norman,IND,SILVER
1900,PARIS,Athletics,CHASTANIE Jacques,FRA,BRONZE
1900,PARIS,Athletics,ORTON George,CAN,GOLD
1900,PARIS,Athletics,ROBINSON Sidney,GBR,SILVER
1900,PARIS,Athletics,ROBINSON Sidney,GBR,BRONZE
1900,PARIS,Athletics,RIMMER John,GBR,GOLD
1900,PARIS,Athletics,BENNETT Charles,GBR,SILVER
1900,PARIS,Athletics,SCHULTZ Ernst,DEN,BRONZE
1900,PARIS,Athletics,LONG Maxwell W.Maxey,USA,GOLD
1900,PARIS,Athletics,HOLLAND William,USA,SILVER
1900,PARIS,Athletics,ORTON George,CAN,BRONZE
1900,PARIS,Athletics,TEWKSBURY Walter B. John,USA,GOLD
1900,PARIS,Athletics,TAUZIN Henri,FRA,SILVER
1900,PARIS,Athletics,BENNETT Charles,ZZX,GOLD
1900,PARIS,Athletics,RIMMER John,ZZX,GOLD
1900,PARIS,Athletics,ROBINSON Sidney,ZZX,GOLD
1900,PARIS,Athletics,ROWLEY Stanley,ZZX,GOLD
1900,PARIS,Athletics,TYSOE Alfred,ZZX,GOLD
1900,PARIS,Athletics,CASTANET André,FRA,SILVER
1900,PARIS,Athletics,CHAMPOUDRY Michel,FRA,SILVER
1900,PARIS,Athletics,CHASTANIE Jacques,FRA,SILVER
1900,PARIS,Athletics,DELOGE Henri,FRA,SILVER
1900,PARIS,Athletics,RAGUENEAU Gaston,FRA,SILVER
1900,PARIS,Athletics,ROWLEY Stanley,AUS,BRONZE
1900,PARIS,Athletics,KRAENZLEIN Alvin,USA,GOLD
1900,PARIS,Athletics,TEWKSBURY Walter B. John,USA,SILVER
1900,PARIS,Athletics,HALL David,USA,BRONZE
1900,PARIS,Athletics,TYSOE Alfred,GBR,GOLD
1900,PARIS,Athletics,CREGAN John,USA,SILVER
1900,PARIS,Athletics,SHELDON Richard,USA,BRONZE
1900,PARIS,Athletics,BAUER Rudolf,HUN,GOLD
1900,PARIS,Athletics,JANDA Frantisek,BOH,SILVER
1900,PARIS,Athletics,MCCRACKEN Josiah,USA,BRONZE
1900,PARIS,Athletics,FLANAGAN John Jesus,USA,GOLD
1900,PARIS,Athletics,HARE Thomas Truxton,USA,SILVER
1900,PARIS,Athletics,GÖNCZY Lajos,HUN,BRONZE
1900,PARIS,Athletics,BAXTER Irving,USA,GOLD
1900,PARIS,Athletics,LEAHY Patrick Joseph,GBR,SILVER
1900,PARIS,Athletics,SHELDON Lewis Pendleton,USA,BRONZE
1900,PARIS,Athletics,EWRY Ray,USA,GOLD
1900,PARIS,Athletics,BAXTER Irving,USA,SILVER
1900,PARIS,Athletics,LEAHY Patrick Joseph,GBR,BRONZE
1900,PARIS,Athletics,KRAENZLEIN Alvin,USA,GOLD
1900,PARIS,Athletics,PRINSTEIN Meyer,USA,SILVER
1900,PARIS,Athletics,TORCHEBOEUF Emile,FRA,BRONZE
1900,PARIS,Athletics,EWRY Ray,USA,GOLD
1900,PARIS,Athletics,BAXTER Irving,USA,SILVER
1900,PARIS,Athletics,FAST Ernst,SWE,BRONZE
1900,PARIS,Athletics,THEATO Michel,FRA,GOLD
1900,PARIS,Athletics,CHAMPION Emile,FRA,SILVER
1900,PARIS,Athletics,ANDERSEN Carl Albert,NOR,BRONZE
1900,PARIS,Athletics,BAXTER Irving,USA,GOLD
1900,PARIS,Athletics,COLKETT Meredith Bright,USA,SILVER
1900,PARIS,Athletics,GARRETT Robert,USA,BRONZE
1900,PARIS,Athletics,SHELDON Richard,USA,GOLD
1900,PARIS,Athletics,MCCRACKEN Josiah,USA,SILVER
1900,PARIS,Athletics,SHELDON Lewis Pendleton,USA,BRONZE
1900,PARIS,Athletics,PRINSTEIN Meyer,USA,GOLD
1900,PARIS,Athletics,CONNOLLY James,USA,SILVER
1900,PARIS,Athletics,GARRETT Robert,USA,BRONZE
1900,PARIS,Athletics,EWRY Ray,USA,GOLD
1900,PARIS,Athletics,BAXTER Irving,USA,SILVER
1900,PARIS,Basque Pelota,De AMEZOLA y ASPIZUA José,ESP,GOLD
1900,PARIS,Basque Pelota,VILLOTA BAQUIOLA Francisco,ESP,GOLD
1900,PARIS,Basque Pelota,DURQUETTY Maurice,FRA,SILVER
1900,PARIS,Basque Pelota,ETCHEGARAY,FRA,SILVER
1900,PARIS,Cricket,BEACHCROFT Charles,GBR,GOLD
1900,PARIS,Cricket,BIRKETT Arthur Ernest,GBR,GOLD
1900,PARIS,Cricket,BOWERMAN Alfred James,GBR,GOLD
1900,PARIS,Cricket,BUCKLEY George John,GBR,GOLD
1900,PARIS,Cricket,BURCHELL Francis Romulus,GBR,GOLD
1900,PARIS,Cricket,CHRISTIAN Frederick William,GBR,GOLD
1900,PARIS,Cricket,CORNER Harry Richard,GBR,GOLD
1900,PARIS,Cricket,CUMING Frederick Wlliam,GBR,GOLD
1900,PARIS,Cricket,DONNE William Stephen,GBR,GOLD
1900,PARIS,Cricket,POWLESLAND Alfred James,GBR,GOLD
1900,PARIS,Cricket,SYMES John,GBR,GOLD
1900,PARIS,Cricket,TOLLER Montagu Henry,GBR,GOLD
1900,PARIS,Cricket,ANDERSON W.,FRA,SILVER
1900,PARIS,Cricket,ATTRILL W.T.,FRA,SILVER
1900,PARIS,Cricket,BRAID J.,FRA,SILVER
1900,PARIS,Cricket,BROWNING W.,FRA,SILVER
1900,PARIS,Cricket,HORNE R.,FRA,SILVER
1900,PARIS,Cricket,JORDAN T.H.,FRA,SILVER
1900,PARIS,Cricket,MCEVOY A.,FRA,SILVER
1900,PARIS,Cricket,ROBINSON D.,FRA,SILVER
1900,PARIS,Cricket,ROQUES F.,FRA,SILVER
1900,PARIS,Cricket,SCHNEIDAU A.J.,FRA,SILVER
1900,PARIS,Cricket,TERRY Henry John,FRA,SILVER
1900,PARIS,Cricket,TOMALIN P.H.,FRA,SILVER
1900,PARIS,Croquet,AUMOITTE,FRA,GOLD
1900,PARIS,Croquet,JOHIN,FRA,GOLD
1900,PARIS,Croquet,WAYDELICH,FRA,BRONZE
1900,PARIS,Croquet,AUMOITTE,FRA,GOLD
1900,PARIS,Croquet,JOHIN,FRA,SILVER
1900,PARIS,Croquet,SAUTREAU,FRA,BRONZE
1900,PARIS,Croquet,WAYDELICH,FRA,GOLD
1900,PARIS,Croquet,VIGNEROT,FRA,SILVER
1900,PARIS,Cycling,DAUMAIN .....,FRA,BRONZE
1900,PARIS,Cycling,BASTIEN Louis,FRA,GOLD
1900,PARIS,Cycling,HILDEBRAND Louis,FRA,SILVER
1900,PARIS,Cycling,LAKE John Henry,USA,BRONZE
1900,PARIS,Cycling,TAILLANDIER Georges,FRA,GOLD
1900,PARIS,Cycling,SANZ Fernand,FRA,SILVER
1900,PARIS,Equestrian,VAN DE POELE Georges,BEL,BRONZE
1900,PARIS,Equestrian,GARDERES Dominique Maximien,FRA,GOLD
1900,PARIS,Equestrian,TRISSINO Gian Giorgio,ITA,GOLD
1900,PARIS,Equestrian,DE CHAMPSAVIN Louis,FRA,BRONZE
1900,PARIS,Equestrian,HAEGEMAN Aimé,BEL,GOLD
1900,PARIS,Equestrian,VAN DE POELE Georges,BEL,SILVER
1900,PARIS,Equestrian,DE BELLEGARDE,FRA,BRONZE
1900,PARIS,Equestrian,VAN LANGHENDONCK Constant,BEL,GOLD
1900,PARIS,Equestrian,TRISSINO Gian Giorgio,ITA,SILVER
1900,PARIS,Fencing,SEE Léon,FRA,BRONZE
1900,PARIS,Fencing,FONST Ramon,CUB,GOLD
1900,PARIS,Fencing,PERREE Louis,FRA,SILVER
1900,PARIS,Fencing,SEE Léon,FRA,BRONZE
1900,PARIS,Fencing,AYAT Albert,FRA,GOLD
1900,PARIS,Fencing,FONST Ramon,CUB,SILVER
1900,PARIS,Fencing,LAURENT Henri,FRA,BRONZE
1900,PARIS,Fencing,AYAT Albert,FRA,GOLD
1900,PARIS,Fencing,BOUGNOL Emile,FRA,SILVER
1900,PARIS,Fencing,BOULENGER Marcel Jacques,FRA,BRONZE
1900,PARIS,Fencing,COSTE Emile,FRA,GOLD
1900,PARIS,Fencing,MASSON Henri,FRA,SILVER
1900,PARIS,Fencing,MIMIAGUE Jean-Baptiste,FRA,BRONZE
1900,PARIS,Fencing,MERIGNAC Lucien,FRA,GOLD
1900,PARIS,Fencing,KIRCHHOFFER Alphonse,FRA,SILVER
1900,PARIS,Fencing,FLESCH Siegfried,AUT,BRONZE
1900,PARIS,Fencing,DE LA FALAISE Georges,FRA,GOLD
1900,PARIS,Fencing,THIEBAUT Léon,FRA,SILVER
1900,PARIS,Fencing,NERALIC Milan,AUT,BRONZE
1900,PARIS,Fencing,CONTE Antonio,ITA,GOLD
1900,PARIS,Fencing,SANTELLI Italo,ITA,SILVER
1900,PARIS,Football,DELBECQUE Albert,BEL,BRONZE
1900,PARIS,Football,KELECOM R.,BEL,BRONZE
1900,PARIS,Football,LEBOUTTE Marcel,BEL,BRONZE
1900,PARIS,Football,LONDOT,BEL,BRONZE
1900,PARIS,Football,MOREAU Ernest,BEL,BRONZE
1900,PARIS,Football,NEEFS E.,BEL,BRONZE
1900,PARIS,Football,PELGRIMS Georges,BEL,BRONZE
1900,PARIS,Football,RENIER Alphonse,BEL,BRONZE
1900,PARIS,Football,SPANNOGHE E.,BEL,BRONZE
1900,PARIS,Football,THORNTON Erich,BEL,BRONZE
1900,PARIS,Football,VAN HEUCKELUM,BEL,BRONZE
1900,PARIS,Football,BUCKENHAM Claude Percy,GBR,GOLD
1900,PARIS,Football,BURRIDGE T.E.,GBR,GOLD
1900,PARIS,Football,CHALK Alfred Ernest,GBR,GOLD
1900,PARIS,Football,GROSLING William Sullivan,GBR,GOLD
1900,PARIS,Football,HASLAM A.,GBR,GOLD
1900,PARIS,Football,JONES J.H.,GBR,GOLD
1900,PARIS,Football,NICHOLAS J.,GBR,GOLD
1900,PARIS,Football,QUASH William Francis,GBR,GOLD
1900,PARIS,Football,SPACKMAN F.G.,GBR,GOLD
1900,PARIS,Football,TURNER R.R.,GBR,GOLD
1900,PARIS,Football,ZEALLEY James Edward,GBR,GOLD
1900,PARIS,Football,ALLEMANE Pierre,FRA,SILVER
1900,PARIS,Football,BACH,FRA,SILVER
1900,PARIS,Football,BLOCH Jean,FRA,SILVER
1900,PARIS,Football,CANELLE Fernand,FRA,SILVER
1900,PARIS,Football,DUPARC,FRA,SILVER
1900,PARIS,Football,FRAYSSE,FRA,SILVER
1900,PARIS,Football,GAILLARD,FRA,SILVER
1900,PARIS,Football,GARNIER René,FRA,SILVER
1900,PARIS,Football,GRANDJEAN,FRA,SILVER
1900,PARIS,Football,HUTEAU,FRA,SILVER
1900,PARIS,Football,LAMBERT,FRA,SILVER
1900,PARIS,Football,MACAIRE,FRA,SILVER
1900,PARIS,Football,PELTIER,FRA,SILVER
1900,PARIS,Golf,ROBERTSON David Donaldson,GBR,BRONZE
1900,PARIS,Golf,SANDS Charles Edward,USA,GOLD
1900,PARIS,Golf,RUTHERFORD Walter,GBR,SILVER
